
CST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2015-2-1,31,25,19,30,23,16,100,92,84,30.14,29.88,29.75,1,0,0,30,18,39,0.87,8,Fog-Snow,46<br />
2015-2-2,19,13,6,11,4,0,88,71,53,30.25,30.15,29.93,10,7,1,24,13,31,0.05,5,Snow,300<br />
2015-2-3,26,14,2,22,15,1,88,78,68,30.20,30.09,29.99,10,6,0,15,5,18,0.09,7,Fog-Snow,216<br />
2015-2-4,25,15,4,23,12,-4,96,79,61,30.42,30.15,29.97,10,6,2,20,11,24,0.02,7,Snow,336<br />
2015-2-5,15,7,-2,4,-3,-8,86,69,51,30.53,30.42,30.26,10,10,10,20,9,25,0.00,2,,257<br />
2015-2-6,31,22,13,23,14,5,88,73,57,30.25,30.14,29.96,10,10,10,18,9,26,0.00,6,,204<br />
2015-2-7,41,30,18,36,29,19,100,85,70,29.95,29.77,29.61,10,9,5,16,8,21,0.00,6,,197<br />
2015-2-8,39,32,25,35,30,24,100,93,85,30.01,29.79,29.57,10,4,2,23,10,29,0.01,8,Rain-Snow,3<br />
2015-2-9,27,23,19,23,19,15,100,84,68,30.28,30.18,30.01,10,9,6,21,12,25,T,7,Snow,1<br />
2015-2-10,33,24,14,20,17,14,81,69,56,30.28,30.20,30.05,10,10,10,20,8,24,0.00,7,,79<br />
2015-2-11,35,27,18,29,22,7,85,73,60,30.13,30.03,29.95,10,9,4,23,13,28,T,7,,276<br />
2015-2-12,18,13,8,7,-1,-5,67,57,47,30.50,30.41,30.15,10,10,5,28,13,34,T,4,Snow,327<br />
2015-2-13,26,16,5,18,8,-2,83,72,61,30.44,30.17,29.90,10,10,10,21,11,26,T,6,Snow,236<br />
2015-2-14,27,14,1,20,3,-13,77,61,45,30.51,30.07,29.77,10,8,1,38,19,48,T,6,Snow,328<br />
2015-2-15,15,6,-3,7,0,-14,76,64,51,30.60,30.52,30.42,10,7,1,21,9,25,0.03,7,Snow,58<br />
2015-2-16,18,12,5,6,-2,-8,67,52,36,30.42,30.18,30.00,10,10,9,12,5,14,0.00,8,,194<br />
2015-2-17,19,14,8,13,7,-2,80,67,54,30.00,29.94,29.90,10,8,2,20,12,24,T,7,Snow,281<br />
2015-2-18,8,3,-3,-2,-7,-16,79,64,49,30.29,30.08,29.88,10,9,4,26,15,32,T,4,Snow,305<br />
2015-2-19,4,-2,-8,-11,-15,-18,65,55,44,30.43,30.39,30.30,10,10,10,23,11,27,0.00,1,,299<br />
2015-2-20,18,6,-7,8,0,-12,76,63,49,30.41,30.16,29.98,10,8,2,24,13,29,0.01,7,Snow,186<br />
2015-2-21,32,25,17,22,17,10,77,68,58,30.17,30.01,29.93,10,8,7,12,4,15,T,8,Snow,229<br />
2015-2-22,28,15,2,20,4,-10,75,60,45,30.71,30.44,30.19,10,10,7,22,13,24,T,5,Snow,325<br />
2015-2-23,12,4,-4,-7,-10,-15,62,50,38,30.76,30.61,30.30,10,10,10,21,10,25,0.00,1,,282<br />
2015-2-24,29,17,4,21,8,-6,75,63,50,30.25,29.84,29.70,10,9,2,26,16,35,0.01,5,Snow,246<br />
2015-2-25,26,18,10,17,11,-3,92,67,42,30.06,30.00,29.87,10,5,1,15,8,20,0.17,6,Snow,20<br />
2015-2-26,19,10,0,14,7,-8,88,69,49,30.47,30.19,30.02,10,4,0,20,13,23,0.17,6,Fog-Snow,2<br />
2015-2-27,14,6,-2,-4,-6,-10,72,59,46,30.71,30.62,30.47,10,10,10,14,8,17,0.00,0,,275<br />
2015-2-28,21,6,-10,14,2,-13,91,65,39,30.77,30.63,30.48,10,8,2,13,5,15,0.02,4,Snow,173<br />
