
CDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2015-6-1,60,52,44,43,39,34,77,60,43,30.27,30.23,30.20,10,10,10,17,9,20,0.00,5,,45<br />
2015-6-2,70,56,42,47,43,37,83,58,33,30.22,30.15,30.08,10,10,10,15,5,21,0.00,2,,80<br />
2015-6-3,77,64,50,55,51,44,89,68,46,30.09,30.03,29.95,10,10,8,15,7,21,0.00,5,,157<br />
2015-6-4,81,69,57,63,59,52,86,69,51,30.01,29.98,29.94,10,10,10,14,7,19,0.00,6,,203<br />
2015-6-5,70,63,55,59,54,50,93,80,67,30.15,30.10,29.99,10,9,0,25,15,29,0.00,6,,31<br />
2015-6-6,71,62,52,52,49,46,89,71,53,30.18,30.12,29.98,10,10,10,14,8,20,0.00,6,,50<br />
2015-6-7,81,68,55,71,63,47,90,79,67,29.96,29.77,29.64,10,9,3,21,12,29,0.36,7,Rain-Thunderstorm,201<br />
2015-6-8,84,73,61,67,62,54,93,67,40,29.77,29.69,29.64,10,9,5,28,12,34,0.04,6,Rain-Hail-Thunderstorm,263<br />
2015-6-9,85,73,60,60,57,53,84,62,40,29.83,29.77,29.70,10,10,8,15,9,20,0.00,6,,243<br />
2015-6-10,92,80,68,67,62,57,68,56,44,29.83,29.71,29.67,10,10,10,23,12,31,0.00,4,,233<br />
2015-6-11,72,65,58,61,57,54,93,75,57,29.87,29.83,29.77,10,8,4,20,8,23,0.27,8,Rain,45<br />
2015-6-12,67,62,56,64,58,54,100,93,86,29.96,29.82,29.71,10,4,2,16,8,20,0.13,8,Rain-Thunderstorm,14<br />
2015-6-13,86,71,56,69,61,55,100,80,59,29.96,29.93,29.86,10,5,0,17,7,23,0.40,8,Fog-Rain-Thunderstorm,117<br />
2015-6-14,83,76,68,70,68,66,100,82,63,29.94,29.90,29.88,10,7,2,17,7,23,0.60,7,Rain,223<br />
2015-6-15,80,74,68,73,70,68,93,81,69,29.96,29.91,29.85,10,6,0,18,6,25,2.56,8,Fog-Rain-Thunderstorm,215<br />
2015-6-16,72,64,56,65,54,44,93,69,44,30.16,30.09,29.98,10,9,5,14,10,,0.00,5,,33<br />
2015-6-17,72,64,56,65,58,45,90,76,62,30.06,30.00,29.94,10,7,3,9,5,11,0.14,8,Rain,153<br />
2015-6-18,79,69,58,70,65,50,100,77,54,30.06,29.95,29.91,10,7,0,21,10,26,0.27,7,Fog-Rain-Thunderstorm,242<br />
2015-6-19,67,61,54,53,49,46,77,68,58,30.11,30.06,29.97,10,10,10,16,10,24,0.00,6,,36<br />
2015-6-20,78,66,53,68,58,45,78,70,62,29.95,29.86,29.70,10,9,2,25,7,31,0.31,7,Rain-Thunderstorm,331<br />
2015-6-21,84,76,67,68,65,60,100,72,44,29.94,29.88,29.80,10,10,9,16,8,21,0.00,6,,259<br />
2015-6-22,83,75,66,74,71,65,97,83,69,29.98,29.84,29.70,10,9,4,28,10,35,0.09,7,Rain-Thunderstorm,212<br />
2015-6-23,82,73,63,70,55,48,87,60,33,30.09,29.99,29.77,10,10,10,22,10,29,0.00,3,,325<br />
2015-6-24,79,70,60,62,58,53,84,67,50,30.15,30.10,30.03,10,10,10,15,5,18,T,6,,214<br />
2015-6-25,79,70,61,67,64,55,93,78,62,30.02,29.96,29.93,10,8,2,15,7,21,1.01,8,Rain-Thunderstorm,37<br />
2015-6-26,67,63,58,61,58,54,97,89,81,30.02,29.99,29.94,10,6,0,16,9,21,0.13,8,Rain,33<br />
2015-6-27,76,66,56,56,50,45,87,60,33,30.00,29.97,29.94,10,10,10,20,9,24,0.00,4,,21<br />
2015-6-28,79,67,54,62,54,47,93,64,35,29.94,29.88,29.81,10,10,7,14,4,19,0.02,5,Rain,202<br />
2015-6-29,75,70,64,65,63,60,93,79,64,29.82,29.79,29.77,10,7,3,13,4,16,0.62,7,Rain-Thunderstorm,105<br />
2015-6-30,77,67,57,64,60,53,93,76,58,29.91,29.81,29.75,10,9,2,17,9,23,0.17,5,Rain,322<br />
