
CST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2016-2-1,45,38,30,32,30,28,92,75,58,30.13,30.03,29.87,10,9,6,10,5,16,0.00,4,,287<br />
2016-2-2,38,35,32,37,34,30,100,91,82,30.15,29.73,29.46,7,3,0,33,11,40,0.79,8,Fog-Rain-Thunderstorm,60<br />
2016-2-3,37,33,28,36,31,22,100,88,75,30.08,29.67,29.46,10,8,0,23,13,30,0.02,7,Fog-Rain-Snow,253<br />
2016-2-4,32,26,19,21,17,13,81,64,47,30.28,30.20,30.06,10,10,10,16,9,21,0.00,5,,258<br />
2016-2-5,34,30,25,25,21,16,85,66,47,30.39,30.34,30.27,10,10,8,17,7,19,T,7,,277<br />
2016-2-6,41,32,24,29,25,21,85,75,60,30.32,30.21,30.06,10,9,7,17,8,22,0.00,3,,225<br />
2016-2-7,43,38,32,33,29,27,82,71,60,30.04,29.81,29.70,10,10,9,22,13,29,0.00,5,,234<br />
2016-2-8,32,26,20,29,22,15,92,83,74,29.77,29.69,29.60,10,7,1,20,11,25,0.02,7,Snow,286<br />
2016-2-9,21,17,13,15,10,5,84,73,61,29.98,29.84,29.72,10,6,1,20,15,26,0.02,8,Snow,314<br />
2016-2-10,18,14,9,5,2,0,69,59,49,30.21,30.08,29.98,10,10,10,21,11,26,0.00,4,,314<br />
2016-2-11,21,14,7,7,2,-3,69,55,41,30.36,30.30,30.21,10,10,10,15,7,18,0.00,3,,301<br />
2016-2-12,23,15,7,11,3,-8,67,53,39,30.51,30.26,30.15,10,10,7,30,17,37,T,5,Snow,299<br />
2016-2-13,17,10,2,-3,-7,-11,62,50,37,30.63,30.57,30.49,10,10,10,21,9,26,0.00,2,,322<br />
2016-2-14,18,14,9,14,9,-2,84,67,49,30.48,30.20,30.00,10,5,0,22,12,25,0.10,7,Fog-Snow,140<br />
2016-2-15,27,23,18,24,20,15,100,91,81,30.01,29.90,29.81,9,4,2,12,7,14,0.01,8,Snow,211<br />
2016-2-16,33,29,24,28,25,18,92,78,63,30.01,29.87,29.79,10,6,1,14,5,18,0.04,8,Snow,285<br />
2016-2-17,34,28,21,25,18,8,88,62,35,30.39,30.26,30.03,10,9,6,13,6,15,0.00,3,,360<br />
2016-2-18,42,33,23,31,26,18,81,71,60,30.41,30.22,29.90,10,10,9,26,15,35,0.00,7,,143<br />
2016-2-19,62,52,41,45,37,32,67,57,47,29.86,29.66,29.46,10,10,10,45,27,62,0.00,4,,225<br />
2016-2-20,57,48,38,35,32,27,79,61,43,30.02,29.89,29.78,10,10,10,22,12,29,0.00,2,,274<br />
2016-2-21,41,35,29,33,30,26,89,77,64,30.22,30.13,30.02,10,10,10,17,9,22,0.00,7,,27<br />
2016-2-22,44,35,26,30,27,25,92,73,53,30.21,30.17,30.12,10,10,10,13,4,15,0.00,5,,71<br />
2016-2-23,45,36,26,29,26,21,100,70,40,30.17,30.08,29.95,10,9,6,17,7,24,0.00,5,,58<br />
2016-2-24,36,34,32,30,28,24,92,78,64,29.91,29.65,29.57,10,4,0,32,23,44,0.15,8,Fog-Snow,4<br />
2016-2-25,37,34,31,26,21,16,75,62,49,30.18,29.97,29.72,10,10,3,28,17,34,T,8,Snow,332<br />
2016-2-26,33,29,24,23,18,14,72,59,45,30.29,30.21,30.12,10,10,10,15,9,18,T,6,,275<br />
2016-2-27,54,41,28,37,27,22,78,57,35,30.09,29.90,29.74,10,10,8,24,15,32,0.00,3,,223<br />
2016-2-28,62,49,36,45,37,28,82,66,50,29.78,29.58,29.43,10,10,7,31,20,41,0.08,6,Rain,253<br />
2016-2-29,52,40,28,33,26,21,82,66,50,30.06,29.94,29.79,10,10,9,24,15,31,T,7,Rain,349<br />
